Idade;Faixa;Genero;Etnia;PCD;Estado;UF
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
39;35-39;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Amazonas (AM);AM
36;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
35;35-39;Feminino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
29;25-29;Feminino;Parda;Não;Ceará (CE);CE
29;25-29;Feminino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
20;17-21;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Parda;Não;Maranhão (MA);MA
44;40-44;Masculino;Indígena;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Preta;Não;Ceará (CE);CE
35;35-39;Feminino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;;
26;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Feminino;Branca;Não;Pará (PA);PA
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Paraná (PR);PR
38;35-39;Masculino;Preta;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;;
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Sergipe (SE);SE
26;25-29;Feminino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Amazonas (AM);AM
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
21;17-21;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
47;45-49;Masculino;Branca;Não;Paraná (PR);PR
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Preta;Não;Goiás (GO);GO
19;17-21;Masculino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Sergipe (SE);SE
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;;
29;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Ceará (CE);CE
34;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Pará (PA);PA
34;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
29;25-29;;Parda;Não;Santa Catarina (SC);SC
31;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
26;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
37;35-39;Masculino;Indígena;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
22;22-24;Masculino;Preta;Não;Bahia (BA);BA
33;30-34;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Goiás (GO);GO
24;22-24;Masculino;Parda;Não;São Paulo (SP);SP
39;35-39;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Paraná (PR);PR
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;Maranhão (MA);MA
27;25-29;Masculino;Branca;Não;Paraíba (PB);PB
32;30-34;Feminino;Parda;Não;São Paulo (SP);SP
38;35-39;Masculino;Preta;Não;Rio Grande do Sul (RS);RS
26;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Feminino;Branca;Sim;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Outra;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
34;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;Bahia (BA);BA
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
41;40-44;Feminino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Goiás (GO);GO
26;25-29;Feminino;Branca;Não;Pernambuco (PE);PE
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Bahia (BA);BA
;55+;Masculino;Branca;Não;Paraíba (PB);PB
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Feminino;Parda;Não;Distrito Federal (DF);DF
27;25-29;Masculino;Parda;Não;Ceará (CE);CE
29;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Prefiro não informar;Preta;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;;
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
32;30-34;Masculino;Parda;Não;Ceará (CE);CE
29;25-29;Feminino;Parda;Não;Ceará (CE);CE
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Santa Catarina (SC);SC
;17-21;Feminino;Parda;Não;Bahia (BA);BA
26;25-29;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
32;30-34;Feminino;Branca;Não;Espírito Santo (ES);ES
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;São Paulo (SP);SP
43;40-44;Masculino;Parda;Não;Pernambuco (PE);PE
28;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
36;35-39;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Feminino;Branca;Não;Paraná (PR);PR
31;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
44;40-44;Feminino;Parda;Não;Distrito Federal (DF);DF
29;25-29;Masculino;Preta;Não;Bahia (BA);BA
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
;55+;Masculino;Amarela;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
26;25-29;Feminino;Prefiro não informar;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
37;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
50;50-54;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Feminino;Preta;Não;Pernambuco (PE);PE
23;22-24;Masculino;Parda;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Feminino;Branca;Sim;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Feminino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
45;45-49;Masculino;Amarela;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Parda;Sim;Minas Gerais (MG);MG
29;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Preta;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Parda;Não;Bahia (BA);BA
22;22-24;Masculino;Parda;Não;Alagoas (AL);AL
32;30-34;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Preta;Não;Distrito Federal (DF);DF
53;50-54;Feminino;Amarela;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Paraná (PR);PR
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Parda;Não;Pará (PA);PA
38;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Parda;Sim;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Mato Grosso (MT);MT
35;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Ceará (CE);CE
33;30-34;Masculino;Parda;Não;Bahia (BA);BA
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Parda;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Ceará (CE);CE
37;35-39;Feminino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
33;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;Maranhão (MA);MA
19;17-21;Feminino;Prefiro não informar;Prefiro não informar;Goiás (GO);GO
35;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
32;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
53;50-54;Masculino;Preta;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
25;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
35;35-39;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Feminino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Mato Grosso (MT);MT
31;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Feminino;Parda;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
35;35-39;Feminino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
53;50-54;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;Distrito Federal (DF);DF
34;30-34;Masculino;Branca;Não;Piauí (PI);PI
24;22-24;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraíba (PB);PB
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
22;22-24;Feminino;Preta;Não;Bahia (BA);BA
32;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Alagoas (AL);AL
40;40-44;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Prefiro não informar;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Pernambuco (PE);PE
25;25-29;Feminino;Branca;Sim;Ceará (CE);CE
23;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
;55+;Feminino;Branca;Não;Distrito Federal (DF);DF
25;25-29;Feminino;Parda;Não;Paraná (PR);PR
30;30-34;Masculino;Branca;Sim;Goiás (GO);GO
39;35-39;Masculino;Branca;Não;Paraná (PR);PR
21;17-21;Feminino;Branca;Não;São Paulo (SP);SP
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
;55+;Masculino;Branca;Não;Pernambuco (PE);PE
29;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
;55+;Masculino;Branca;Não;Distrito Federal (DF);DF
31;30-34;Masculino;Preta;Não;Minas Gerais (MG);MG
31;30-34;Feminino;Parda;Não;;
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Preta;Não;Pernambuco (PE);PE
27;25-29;Masculino;Branca;Não;Paraíba (PB);PB
38;35-39;Masculino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;;
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Parda;Não;Goiás (GO);GO
31;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Preta;Não;Espírito Santo (ES);ES
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Preta;Não;Amazonas (AM);AM
33;30-34;Masculino;Branca;Não;Paraná (PR);PR
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
50;50-54;Masculino;Branca;Não;Distrito Federal (DF);DF
29;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
49;45-49;Masculino;Branca;Não;Amazonas (AM);AM
43;40-44;Masculino;Parda;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Ceará (CE);CE
31;30-34;Masculino;Parda;Não;Goiás (GO);GO
36;35-39;Masculino;Parda;Não;;
24;22-24;Masculino;Branca;Não;Paraíba (PB);PB
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Sim;Santa Catarina (SC);SC
33;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
34;30-34;Masculino;Parda;Não;;
30;30-34;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
21;17-21;Feminino;Parda;Não;São Paulo (SP);SP
21;17-21;Masculino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Feminino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
42;40-44;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Feminino;Parda;Não;Ceará (CE);CE
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Mato Grosso do Sul (MS);MS
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP
;55+;Masculino;Parda;Não;Bahia (BA);BA
34;30-34;Masculino;Branca;Não;;
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;Espírito Santo (ES);ES
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Parda;Sim;Maranhão (MA);MA
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
24;22-24;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Masculino;Parda;Não;Pernambuco (PE);PE
41;40-44;Masculino;Amarela;Não;São Paulo (SP);SP
35;35-39;Feminino;Parda;Não;Paraná (PR);PR
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;;
34;30-34;Masculino;Branca;Não;Paraíba (PB);PB
31;30-34;Feminino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Indígena;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Feminino;Parda;Não;Rio Grande do Norte (RN);RN
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Prefiro não informar;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Preta;Não;Bahia (BA);BA
51;50-54;Masculino;Branca;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;;
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Parda;Não;Mato Grosso do Sul (MS);MS
36;35-39;Feminino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
39;35-39;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
36;35-39;Feminino;Amarela;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
52;50-54;Masculino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
36;35-39;Masculino;Branca;Não;Ceará (CE);CE
31;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
23;22-24;Feminino;Preta;Sim;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
41;40-44;Masculino;Parda;Não;Distrito Federal (DF);DF
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Branca;Não;Ceará (CE);CE
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
33;30-34;Masculino;Branca;Não;Bahia (BA);BA
43;40-44;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;Goiás (GO);GO
37;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
35;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
51;50-54;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Feminino;Parda;Não;Maranhão (MA);MA
28;25-29;Masculino;Branca;Não;Paraná (PR);PR
25;25-29;Feminino;Amarela;Não;;
28;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF
31;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Parda;Não;Paraná (PR);PR
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Goiás (GO);GO
26;25-29;Masculino;Branca;Não;Amazonas (AM);AM
29;25-29;Masculino;Preta;Não;São Paulo (SP);SP
;55+;Feminino;Preta;Não;Rio Grande do Sul (RS);RS
27;25-29;Masculino;Parda;Não;Paraná (PR);PR
23;22-24;Masculino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Feminino;Parda;Não;Distrito Federal (DF);DF
24;22-24;Masculino;Parda;Não;Pernambuco (PE);PE
23;22-24;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
21;17-21;Feminino;Branca;Não;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
25;25-29;Masculino;Parda;Não;Piauí (PI);PI
24;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
52;50-54;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Amarela;Não;São Paulo (SP);SP
37;35-39;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Preta;Não;Bahia (BA);BA
41;40-44;Masculino;Branca;Não;Pernambuco (PE);PE
28;25-29;Feminino;Branca;Não;Paraná (PR);PR
33;30-34;Feminino;Parda;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
33;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
38;35-39;Masculino;Branca;Não;Paraíba (PB);PB
36;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
26;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES
52;50-54;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
35;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Masculino;Branca;Não;;
47;45-49;Masculino;Branca;Não;Sergipe (SE);SE
26;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
